"time","h"
1450,2.285439165627643
1455,2.2711997839146654
1460,2.2570491136730606
1465,2.2429866007074617
1470,2.2290116941329146
1475,2.21512388957079
1480,2.2013226269313146
1485,2.187607353707365
1490,2.1739775338558234
1495,2.1604326346224547
1500,2.1469721265170882
1505,2.1335954832887856
1510,2.1203021819010197
1515,2.10709170250685
1520,2.0939635284240947
1525,2.0809171461105067
1530,2.0679520451389495
1535,2.0550677181725714
1540,2.0422636609399785
1545,2.029539372210414
1550,2.016894353768927
1555,2.0043281103915533
1560,1.9918401917837127
1565,1.979430085780853
1570,1.9670973006336547
1575,1.9548413544341763
1580,1.9426617682421101
1585,1.9305580660627055
1590,1.9185297748246959
1595,1.906576424358222
1600,1.894697547372758
1605,1.882892679435036
1610,1.8711613589469716
1615,1.8595031271235856
1620,1.847917527970935
1625,1.8364041082640328
1630,1.8249624175247745
1635,1.8135920079998638
1640,1.802292434638737
1645,1.7910632895019654
1650,1.7799041092368113
1655,1.768814456070001
1660,1.7577938967083302
1665,1.746842000524194
1670,1.7359583395355072
1675,1.725142488385621
1680,1.7143940243232418
1685,1.70371252718235
1690,1.6930975793621166
1695,1.6825487658068248
1700,1.6720656739857844
1705,1.6616478938732524
1710,1.6512950179283508
1715,1.641006641074985
1720,1.6307823606817615
1725,1.6206217778724166
1730,1.6105245260365844
1735,1.6004901855436984
1740,1.590518364347388
1745,1.580608672810807
1750,1.570760723688377
1755,1.5609741321075215
1760,1.5512485155504074
1765,1.5415834938356805
1770,1.5319786891002056
1775,1.5224337257808034
1780,1.5129482305959905
1785,1.5035218325277153
1790,1.4941541628030979
1795,1.4848448548761672
1800,1.4755935444096007
1805,1.4663998692564608
1810,1.4572634737626604
1815,1.4481840256921197
1820,1.4391611477606991
1825,1.430194487401727
1830,1.4212836942122413
1835,1.4124284199365256
1840,1.4036283184496468
1845,1.3948830457409898
1850,1.3861922598977952
1855,1.3775556210886946
1860,1.368972791547248
1865,1.3604434355554786
1870,1.3519672194274113
1875,1.3435438114926075
1880,1.3351728820797009
1885,1.3268541034999362
1890,1.3185871500307027
1895,1.3103717050938128
1900,1.3022074665003736
1905,1.2940940956521954
1910,1.286031275506301
1915,1.2780186909665503
1920,1.2700560288689229
1925,1.2621429779668059
1930,1.2542792289162759
1935,1.246464474261383
1940,1.2386984084194383
1945,1.2309807276662943
1950,1.2233111301216335
1955,1.215689315734248
1960,1.2081149862673297
1965,1.2005878452837495
1970,1.1931075981313444
1975,1.1856739519282022
1980,1.1782866246111334
1985,1.1709453394180094
1990,1.1636497943030333
1995,1.1563997041889071
2000,1.1491947857508098
2005,1.1420347574032266
2010,1.134919339286776
2015,1.1278482532550391
2020,1.120821222861387
2025,1.1138379733458106
2030,1.1068982316217477
2035,1.100001726262912
2040,1.0931481874901212
2045,1.0863373471581257
2050,1.079568938742436
2055,1.072842697326153
2060,1.0661583595867938
2065,1.0595156738597584
2070,1.0529143865858668
2075,1.0463542287430303
2080,1.0398349440006975
2085,1.0333562776045158
2090,1.0269179763644705
2095,1.0205197886430306
2100,1.0141614643432908
2105,1.0078427548971136
2110,1.0015634132532718
2115,0.9953231938655929
2120,0.9891218526810992
2125,0.9829591471281529
2130,0.9768348361045973
2135,0.9707486799659004
2140,0.9647004405132972
2145,0.9586898809819321
2150,0.9527167769381996
2155,0.9467808965248347
2160,0.9408819997758211
2165,0.935019856198846
2170,0.9291942367179294
2175,0.9234049136627165
2180,0.9176516607577665
2185,0.9119342531118441
2190,0.9062524672072093
2195,0.9006060808889071
2200,0.8949948733540597
2205,0.8894186251411548
2210,0.8838771181193368
2215,0.8783701354776977
2220,0.8728974617145665
2225,0.8674588826268
2230,0.862054185299073
2235,0.8566831700827887
2240,0.8513456250307838
2245,0.8460413357652452
2250,0.8407700950201337
2255,0.8355316968020505
2260,0.8303259363805812
2265,0.825152610278636
2270,0.8200115162627963
2275,0.8149024533336556
2280,0.8098252217161639
2285,0.8047796228499696
2290,0.7997654593797644
2295,0.794782535145625
2300,0.7898306551733566
2305,0.7849096256648366
2310,0.7800192539883573
2315,0.775159348668969
2320,0.7703297323799443
2325,0.7655302111627561
2330,0.7607605935555043
2335,0.7560206931784709
2340,0.7513103247960984
2345,0.7466293043083106
2350,0.7419774487418314
2355,0.737354576241504
2360,0.7327605060616117
2365,0.7281950585571969
2370,0.7236580551753807
2375,0.7191493184466832
2380,0.7146686719763422
2385,0.7102159404356342
2390,0.7057909495531928
2395,0.7013935261063289
2400,0.6970234979123507
2405,0.6926807073632679
2410,0.6883649769292504
2415,0.6840761357894042
2420,0.6798140163499166
2425,0.6755784520460426
2430,0.6713692773343114
2435,0.6671863276847309
2440,0.6630294395729944
2445,0.6588984504726865
2450,0.6547931988474882
2455,0.6507135241433829
2460,0.6466592667808628
2465,0.6426302681471343
2470,0.6386263705883236
2475,0.6346474174016825
2480,0.6306932528277946
2485,0.6267637220427814
2490,0.6228586847533487
2495,0.6189779786213284
2500,0.6151214513231037
2500,0.6151214513231037
